time,open,high,low,close,tick_volume,spread,real_volume,volume
2023-08-03 14:00:00,4498.68,4506.02,4486.72,4498.15,1966,109,0,1966
2023-08-03 15:00:00,4497.94,4511.74,4497.0,4505.78,1392,109,0,1392
2023-08-03 16:00:00,4505.36,4520.18,4504.35,4518.35,949,107,0,949
2023-08-03 17:00:00,4518.58,4520.54,4507.36,4508.08,960,107,0,960
2023-08-03 18:00:00,4507.87,4514.01,4505.37,4512.42,1000,109,0,1000
2023-08-03 19:00:00,4512.76,4513.01,4499.26,4500.38,1252,110,0,1252
2023-08-03 20:00:00,4500.28,4522.96,4498.1,4505.42,1952,101,0,1952
2023-08-03 22:00:00,4506.15,4512.82,4503.62,4511.73,730,103,0,730
2023-08-03 23:00:00,4511.81,4514.83,4507.83,4511.01,695,101,0,695
2023-08-04 00:00:00,4511.25,4517.25,4508.04,4517.25,1007,100,0,1007
2023-08-04 01:00:00,4517.25,4521.17,4514.84,4517.43,1035,98,0,1035
2023-08-04 02:00:00,4517.32,4520.23,4513.22,4515.76,901,98,0,901
2023-08-04 03:00:00,4515.76,4519.73,4515.34,4516.51,794,101,0,794
2023-08-04 04:00:00,4516.51,4518.52,4515.82,4517.79,456,100,0,456
2023-08-04 05:00:00,4517.77,4524.7,4516.77,4523.71,784,99,0,784
2023-08-04 06:00:00,4523.71,4524.64,4520.48,4520.82,939,96,0,939
2023-08-04 07:00:00,4520.75,4522.35,4510.72,4521.96,1155,96,0,1155
2023-08-04 08:00:00,4521.82,4526.91,4517.03,4518.95,746,99,0,746
2023-08-04 09:00:00,4519.12,4524.12,4517.97,4518.95,628,99,0,628
2023-08-04 10:00:00,4518.71,4518.85,4509.95,4511.07,679,98,0,679
2023-08-04 11:00:00,4510.97,4511.58,4499.95,4504.51,839,99,0,839
2023-08-04 12:00:00,4504.79,4520.82,4494.11,4516.74,1947,102,0,1947
2023-08-04 13:00:00,4516.5,4530.15,4512.98,4514.5,2003,104,0,2003
2023-08-04 14:00:00,4514.32,4525.93,4498.28,4524.51,1956,108,0,1956
2023-08-04 15:00:00,4524.89,4531.58,4522.84,4530.78,1059,106,0,1059
2023-08-04 16:00:00,4530.85,4541.33,4527.68,4539.67,879,105,0,879
2023-08-04 17:00:00,4539.98,4540.35,4518.34,4519.56,921,106,0,921
2023-08-04 18:00:00,4519.12,4519.24,4479.45,4482.71,2111,111,0,2111
2023-08-04 19:00:00,4482.32,4488.97,4474.96,4478.29,1873,110,0,1873
2023-08-06 22:00:00,4487.44,4490.01,4486.99,4489.37,474,108,0,474
2023-08-06 23:00:00,4489.37,4490.11,4486.13,4489.66,518,102,0,518
2023-08-07 00:00:00,4489.47,4495.36,4489.41,4494.95,747,94,0,747
2023-08-07 01:00:00,4495.09,4496.9,4492.07,4496.64,1033,93,0,1033
2023-08-07 02:00:00,4496.87,4498.88,4496.14,4498.15,588,93,0,588
2023-08-07 03:00:00,4498.15,4499.4,4497.4,4498.05,387,92,0,387
2023-08-07 04:00:00,4498.14,4498.15,4494.89,4496.15,434,94,0,434
2023-08-07 05:00:00,4496.15,4498.6,4494.13,4497.38,630,95,0,630
2023-08-07 06:00:00,4497.43,4498.93,4491.92,4494.38,908,97,0,908
2023-08-07 07:00:00,4494.22,4504.33,4493.34,4503.93,1066,96,0,1066
2023-08-07 08:00:00,4504.0,4504.09,4490.92,4494.82,838,97,0,838
2023-08-07 09:00:00,4494.91,4498.17,4491.75,4496.47,713,97,0,713
2023-08-07 10:00:00,4496.26,4497.68,4487.59,4491.98,685,96,0,685
2023-08-07 11:00:00,4491.92,4494.15,4490.01,4492.23,559,101,0,559
2023-08-07 12:00:00,4491.83,4500.78,4488.0,4500.31,656,101,0,656
2023-08-07 13:00:00,4500.12,4510.02,4495.79,4498.14,1596,103,0,1596
2023-08-07 14:00:00,4497.8,4511.89,4492.8,4503.7,1537,106,0,1537
2023-08-07 15:00:00,4503.46,4509.12,4495.47,4508.12,1333,107,0,1333
2023-08-07 16:00:00,4508.28,4510.78,4502.39,4509.44,912,107,0,912
2023-08-07 17:00:00,4509.44,4514.93,4507.76,4514.93,772,107,0,772
2023-08-07 18:00:00,4514.75,4517.68,4507.83,4514.06,853,107,0,853
2023-08-07 19:00:00,4514.23,4521.52,4509.33,4520.62,935,106,0,935
2023-08-07 20:00:00,4520.7,4524.14,4519.44,4522.97,191,105,0,191
2023-08-07 22:00:00,4523.06,4523.06,4520.86,4521.32,263,98,0,263
2023-08-07 23:00:00,4521.33,4522.34,4520.58,4521.84,333,95,0,333
2023-08-08 00:00:00,4521.84,4522.68,4519.35,4520.38,836,92,0,836
2023-08-08 01:00:00,4520.36,4520.45,4510.58,4511.13,1259,92,0,1259
2023-08-08 02:00:00,4511.03,4515.63,4509.87,4514.15,837,94,0,837
2023-08-08 03:00:00,4514.15,4515.14,4510.56,4511.11,677,94,0,677
2023-08-08 04:00:00,4511.14,4513.63,4510.4,4512.88,362,95,0,362
2023-08-08 05:00:00,4512.88,4513.85,4506.13,4507.04,699,93,0,699
2023-08-08 06:00:00,4507.28,4507.46,4504.19,4505.63,1032,94,0,1032
2023-08-08 07:00:00,4505.64,4511.82,4503.69,4511.67,1178,94,0,1178
2023-08-08 08:00:00,4511.85,4512.59,4503.17,4507.58,840,95,0,840
