time,open,high,low,close,tick_volume,spread,real_volume,volume,EMA34,EMA55,EMA84,converged,ema_34,ema_55,ema_84,ema_mid,max_ema_gap,ema_converged,signal
2022-09-16 16:00:00,3859.96,3878.93,3837.55,3878.28,10285,79,0,10285,3878.28,3878.28,3878.28,True,3878.28,3878.28,3878.28,3878.28,0.0,True,True
2022-09-18 20:00:00,3872.15,3882.63,3871.35,3878.62,1579,90,0,1579,3878.299428571429,3878.2921428571435,3878.288,True,3878.299428571429,3878.2921428571435,3878.288,3878.2931904761913,0.011428571428950818,True,True
2022-09-19 00:00:00,3878.63,3884.13,3859.6,3866.91,4554,84,0,4554,3877.648604081633,3877.885637755103,3878.020282352941,True,3877.648604081633,3877.885637755103,3878.020282352941,3877.851508063226,0.37167827130815567,True,True
2022-09-19 04:00:00,3866.97,3869.91,3845.95,3846.4,5436,87,0,5436,3875.8629695626823,3876.761150692421,3877.2762757093424,True,3875.8629695626823,3876.761150692421,3877.2762757093424,3876.6334653214817,1.4133061466600338,True,False
2022-09-19 08:00:00,3846.68,3854.45,3831.29,3836.6,7000,74,0,7000,3873.6193713019575,3875.3268238819774,3876.319186869123,True,3873.6193713019575,3875.3268238819774,3876.319186869123,3875.0884606843524,2.6998155671653876,True,False
2022-09-19 12:00:00,3836.98,3888.61,3836.33,3862.17,11351,76,0,11351,3872.9651215132744,3874.856937314764,3875.9862648251433,True,3872.9651215132744,3874.856937314764,3875.9862648251433,3874.6027745510605,3.0211433118688547,True,True
2022-09-19 16:00:00,3861.77,3902.91,3855.71,3902.64,8996,79,0,8996,3874.660828855373,3875.8491895535226,3876.6134115351397,True,3874.660828855373,3875.8491895535226,3876.6134115351397,3875.707809981345,1.9525826797666923,True,False
2022-09-19 20:00:00,3910.77,3916.32,3908.59,3916.32,1100,74,0,1100,3877.04135292078,3877.294575640897,3877.547684204901,True,3877.04135292078,3877.294575640897,3877.547684204901,3877.2945375888594,0.5063312841211882,True,False
2022-09-20 00:00:00,3916.08,3919.27,3904.54,3911.3,4131,82,0,4131,3878.998989896735,3878.509055082294,3878.341856341256,True,3878.998989896735,3878.509055082294,3878.341856341256,3878.6166337734285,0.6571335554790494,True,False
2022-09-20 04:00:00,3911.31,3921.18,3898.01,3900.24,4770,82,0,4770,3880.2127619026355,3879.2851602579262,3878.8571067802854,True,3880.2127619026355,3879.2851602579262,3878.8571067802854,3879.4516763136157,1.355655122350072,True,False
2022-09-20 08:00:00,3900.31,3901.57,3880.33,3883.83,6632,73,0,6632,3880.4194612224846,3879.447475963,3878.9741160325143,True,3880.4194612224846,3879.447475963,3878.9741160325143,3879.6136844059997,1.4453451899703396,True,True
2022-09-20 12:00:00,3884.01,3885.57,3844.33,3874.08,11321,79,0,11321,3880.0572062954852,3879.255780392893,3878.858960361161,True,3880.0572062954852,3879.255780392893,3878.858960361161,3879.390649016513,1.1982459343244045,True,True
2022-09-20 16:00:00,3874.51,3878.27,3828.61,3855.26,9184,79,0,9184,3878.6402230786002,3878.398788236004,3878.303690705604,True,3878.6402230786002,3878.398788236004,3878.303690705604,3878.447567340069,0.33653237299631655,True,False
2022-09-20 20:00:00,3859.76,3862.72,3855.5,3860.75,924,91,0,924,3877.617924616966,3877.768474370432,3877.8906626890016,True,3877.617924616966,3877.768474370432,3877.8906626890016,3877.7590205588,0.27273807203573597,True,True
2022-09-21 00:00:00,3860.67,3865.99,3856.05,3864.54,4344,81,0,4344,3876.870614638853,3877.2960288572026,3877.5765294492603,True,3876.870614638853,3877.2960288572026,3877.5765294492603,3877.2477243151056,0.7059148104071937,True,True
2022-09-21 04:00:00,3864.74,3868.2,3840.03,3857.02,7302,85,0,7302,3875.736293802347,3876.5718849694454,3877.0928464033955,True,3875.736293802347,3876.5718849694454,3877.0928464033955,3876.4670083917295,1.3565526010484064,True,True
2022-09-21 08:00:00,3857.24,3874.57,3854.34,3871.66,6369,72,0,6369,3875.503362727927,3876.396460506251,3876.9650147233156,True,3875.503362727927,3876.396460506251,3876.9650147233156,3876.2882793191643,1.4616519953883653,True,True
2022-09-21 12:00:00,3871.76,3889.75,3869.58,3877.62,8972,75,0,8972,3875.6243134291885,3876.440158345313,3876.9804261415907,True,3875.6243134291885,3876.440158345313,3876.9804261415907,3876.348299305364,1.3561127124021368,True,True
