,time,open,high,low,close,tick_volume,spread,real_volume
59,2018-09-06,2885.7,2892.4,2867.4,2877.0,4131,0,0
60,2018-09-07,2877.3,2884.5,2864.8,2872.5,3461,0,0
61,2018-09-09,2873.6,2876.5,2873.0,2874.8,581,0,0
62,2018-09-10,2874.9,2887.9,2874.7,2880.6,2071,0,0
63,2018-09-11,2880.3,2892.6,2867.1,2890.4,4091,0,0
64,2018-09-12,2890.3,2894.9,2879.6,2887.1,2741,0,0
65,2018-09-13,2886.9,2906.7,2884.3,2904.9,2681,0,0
66,2018-09-14,2905.2,2911.9,2896.6,2905.9,2991,0,0
67,2018-09-16,2902.6,2903.0,2898.9,2900.1,571,0,0
68,2018-09-17,2899.8,2905.9,2878.1,2879.4,3521,0,0
69,2018-09-18,2879.1,2912.4,2879.0,2907.4,3851,0,0
70,2018-09-19,2907.1,2913.6,2900.7,2912.5,2041,0,0
71,2018-09-20,2912.3,2936.0,2908.3,2935.6,3211,0,0
72,2018-09-21,2935.3,2941.8,2926.9,2927.1,2161,0,0
73,2018-09-23,2924.7,2924.7,2919.8,2922.9,801,0,0
74,2018-09-24,2922.8,2925.1,2912.6,2920.5,2271,0,0
75,2018-09-25,2920.2,2928.9,2913.3,2918.4,2941,0,0
76,2018-09-26,2918.4,2930.8,2902.6,2908.7,4671,0,0
77,2018-09-27,2908.5,2927.0,2902.5,2916.6,4091,0,0
78,2018-09-28,2916.9,2920.5,2903.1,2916.5,3441,0,0
79,2018-09-30,2919.1,2924.9,2919.0,2923.4,751,0,0
80,2018-10-01,2923.5,2937.1,2918.1,2924.6,3691,0,0
81,2018-10-02,2924.3,2931.2,2912.8,2923.7,3621,0,0
82,2018-10-03,2923.7,2939.9,2918.9,2920.0,3831,0,0
83,2018-10-04,2920.3,2920.7,2883.2,2905.5,6021,0,0
84,2018-10-05,2905.6,2911.0,2868.7,2890.5,6951,0,0
85,2018-10-07,2893.0,2893.5,2883.7,2886.7,1331,0,0
86,2018-10-08,2886.4,2893.0,2861.4,2886.5,6311,0,0
87,2018-10-09,2886.3,2895.6,2870.1,2884.7,4941,0,0
88,2018-10-10,2884.9,2887.1,2767.5,2773.3,12761,0,0
89,2018-10-11,2773.0,2794.4,2708.4,2753.5,15251,0,0
90,2018-10-12,2753.3,2780.8,2728.3,2768.3,9001,0,0
91,2018-10-14,2765.1,2765.6,2752.4,2763.6,2491,0,0
92,2018-10-15,2763.3,2774.6,2741.3,2751.3,5461,0,0
93,2018-10-16,2751.2,2814.4,2749.1,2812.7,6911,0,0
94,2018-10-17,2812.4,2820.3,2779.3,2803.6,7321,0,0
95,2018-10-18,2803.5,2808.7,2752.8,2768.0,7631,0,0
96,2018-10-19,2768.3,2796.2,2758.6,2763.9,7081,0,0
97,2018-10-21,2753.7,2758.6,2749.4,2754.6,1751,0,0
98,2018-10-22,2754.5,2778.1,2746.0,2748.4,5811,0,0
99,2018-10-23,2748.4,2750.9,2688.5,2742.6,11901,0,0
100,2018-10-24,2742.3,2746.1,2648.6,2660.1,11281,0,0
101,2018-10-25,2660.4,2719.8,2659.8,2673.0,10741,0,0
102,2018-10-26,2672.8,2688.6,2623.7,2658.9,11591,0,0
103,2018-10-28,2663.8,2678.3,2662.6,2670.4,2481,0,0
104,2018-10-29,2670.0,2703.2,2599.6,2638.2,17541,0,0
105,2018-10-30,2638.2,2686.5,2629.7,2683.5,6831,0,0
106,2018-10-31,2683.5,2733.6,2678.2,2709.6,8471,0,0
107,2018-11-01,2709.3,2737.6,2703.8,2729.3,4761,0,0
108,2018-11-02,2729.6,2762.6,2696.1,2719.0,12241,0,0
109,2018-11-04,2717.9,2719.1,2711.2,2712.3,1021,0,0
110,2018-11-05,2712.1,2740.5,2709.3,2737.0,3751,0,0
111,2018-11-06,2736.9,2757.5,2726.4,2749.5,4961,0,0
112,2018-11-07,2749.3,2814.5,2741.5,2811.1,8421,0,0
113,2018-11-08,2810.9,2814.9,2792.0,2802.9,3781,0,0
114,2018-11-09,2802.6,2808.1,2761.6,2775.7,6611,0,0
115,2018-11-11,2775.1,2776.7,2770.8,2775.4,1151,0,0
116,2018-11-12,2775.7,2792.3,2719.7,2726.3,9581,0,0
117,2018-11-13,2726.2,2753.0,2712.1,2733.2,7481,0,0
118,2018-11-14,2732.9,2745.7,2683.9,2694.6,8531,0,0
119,2018-11-15,2694.4,2734.4,2668.9,2724.0,10141,0,0
120,2018-11-16,2724.1,2746.8,2706.4,2740.1,6481,0,0
121,2018-11-18,2731.1,2732.7,2726.8,2731.6,1131,0,0
122,2018-11-19,2731.3,2746.1,2679.8,2689.9,9121,0,0
123,2018-11-20,2689.6,2692.4,2629.9,2634.7,7011,0,0
124,2018-11-21,2635.0,2669.4,2634.3,2649.6,5561,0,0
125,2018-11-22,2649.5,2654.3,2625.2,2639.5,4821,0,0
126,2018-11-23,2639.4,2645.6,2624.4,2627.6,3061,0,0
127,2018-11-25,2630.4,2637.4,2629.8,2636.2,941,0,0
128,2018-11-26,2636.4,2674.2,2634.3,2659.7,5651,0,0
129,2018-11-27,2659.6,2686.9,2653.6,2683.9,4231,0,0
130,2018-11-28,2683.6,2743.0,2679.3,2737.7,7331,0,0
131,2018-11-29,2737.8,2753.1,2721.8,2738.8,6161,0,0
132,2018-11-30,2738.5,2763.3,2727.5,2762.3,4781,0,0
133,2018-12-02,2794.8,2808.2,2794.5,2801.9,2031,0,0
134,2018-12-03,2801.8,2812.3,2772.3,2784.9,6311,0,0
135,2018-12-04,2784.8,2786.0,2694.7,2707.7,10551,0,0
136,2018-12-05,2707.8,2719.4,2648.5,2683.0,11701,0,0
137,2018-12-06,2682.9,2697.8,2620.2,2694.5,14361,0,0
138,2018-12-07,2694.2,2708.7,2622.5,2635.8,11401,0,0
139,2018-12-09,2627.0,2628.8,2609.5,2613.8,2541,0,0
140,2018-12-10,2613.8,2647.6,2582.2,2636.4,10821,0,0
141,2018-12-11,2636.7,2677.1,2620.6,2638.1,11161,0,0
142,2018-12-12,2638.0,2685.6,2633.6,2657.6,8441,0,0
143,2018-12-13,2657.9,2670.1,2636.6,2645.4,5451,0,0
144,2018-12-14,2645.3,2647.9,2593.6,2596.1,5941,0,0
145,2018-12-16,2593.2,2605.2,2593.1,2604.4,1301,0,0
146,2018-12-17,2604.2,2613.0,2530.4,2559.2,12021,0,0
147,2018-12-18,2559.4,2574.5,2527.8,2540.6,7461,0,0
148,2018-12-19,2540.9,2586.6,2488.2,2508.9,16481,0,0
149,2018-12-20,2508.9,2516.3,2442.6,2481.1,11961,0,0
150,2018-12-21,2480.8,2506.1,2408.0,2419.6,13501,0,0
151,2018-12-23,2404.3,2420.6,2399.8,2415.6,3031,0,0
152,2018-12-24,2415.4,2432.7,2339.1,2340.3,11211,0,0
153,2018-12-25,2346.8,2347.6,2315.3,2344.1,6191,0,0
154,2018-12-26,2344.3,2476.1,2323.5,2460.8,18871,0,0
155,2018-12-27,2460.9,2496.8,2395.8,2481.3,18161,0,0
156,2018-12-28,2481.0,2520.5,2471.3,2486.1,9331,0,0
157,2018-12-30,2500.8,2505.7,2495.9,2499.1,1791,0,0
158,2018-12-31,2499.2,2511.3,2481.3,2506.8,5241,0,0
159,2019-01-01,2505.2,2519.3,2505.2,2515.6,1781,0,0
160,2019-01-02,2515.7,2519.5,2451.0,2473.3,9461,0,0
161,2019-01-03,2473.4,2491.6,2441.9,2448.0,7401,0,0
162,2019-01-04,2447.9,2537.8,2437.1,2528.3,12101,0,0
163,2019-01-06,2533.0,2537.4,2531.3,2536.8,841,0,0
164,2019-01-07,2536.7,2565.9,2522.4,2549.5,7421,0,0
165,2019-01-08,2549.8,2579.6,2546.4,2575.8,4041,0,0
166,2019-01-09,2575.6,2595.4,2567.9,2576.3,5431,0,0
167,2019-01-10,2576.5,2597.9,2559.3,2589.6,6411,0,0
168,2019-01-11,2589.7,2596.4,2576.0,2594.1,3641,0,0
169,2019-01-13,2589.9,2589.9,2582.0,2582.1,801,0,0
170,2019-01-14,2582.2,2588.4,2566.2,2581.9,4411,0,0
171,2019-01-15,2581.6,2612.4,2579.1,2609.6,3861,0,0
172,2019-01-16,2609.9,2625.0,2601.5,2610.6,4631,0,0
173,2019-01-17,2610.3,2644.1,2595.1,2632.4,7591,0,0
174,2019-01-18,2632.3,2676.2,2631.6,2675.4,4611,0,0
175,2019-01-20,2671.7,2671.7,2666.3,2667.1,621,0,0
176,2019-01-21,2666.8,2668.1,2654.8,2661.9,2171,0,0
177,2019-01-22,2662.0,2664.9,2615.5,2629.6,6641,0,0
178,2019-01-23,2629.5,2652.5,2611.7,2632.2,7891,0,0
179,2019-01-24,2631.9,2646.2,2625.0,2636.8,3751,0,0
180,2019-01-25,2636.8,2671.1,2635.0,2664.5,4451,0,0
181,2019-01-27,2660.0,2662.2,2656.7,2657.7,871,0,0
182,2019-01-28,2657.5,2660.0,2621.2,2634.6,5471,0,0
183,2019-01-29,2634.2,2649.2,2627.4,2643.6,3421,0,0
184,2019-01-30,2643.2,2688.5,2635.2,2686.5,6331,0,0
185,2019-01-31,2686.2,2711.7,2674.8,2703.2,5681,0,0
186,2019-02-01,2703.5,2714.6,2694.2,2703.5,4081,0,0
187,2019-02-03,2698.0,2703.0,2696.9,2701.7,851,0,0
188,2019-02-04,2702.0,2723.8,2695.7,2718.6,3961,0,0
189,2019-02-05,2718.3,2736.6,2715.3,2730.7,3021,0,0
190,2019-02-06,2730.3,2735.3,2721.3,2727.4,2511,0,0
191,2019-02-07,2727.7,2728.1,2684.5,2696.6,5611,0,0
192,2019-02-08,2696.4,2707.9,2679.9,2707.2,4521,0,0
193,2019-02-10,2710.7,2711.4,2705.4,2705.4,671,0,0
194,2019-02-11,2705.4,2720.7,2699.6,2707.8,3981,0,0
195,2019-02-12,2707.7,2747.0,2707.2,2746.0,4131,0,0
196,2019-02-13,2745.8,2760.8,2745.2,2749.8,2721,0,0
197,2019-02-14,2749.7,2762.0,2729.6,2742.1,5721,0,0
198,2019-02-15,2742.1,2777.4,2728.0,2776.7,6421,0,0
199,2019-02-17,2780.7,2780.7,2775.6,2777.9,741,0,0
200,2019-02-18,2777.6,2779.4,2772.6,2774.9,1091,0,0
201,2019-02-19,2775.2,2786.4,2765.3,2777.9,3951,0,0
202,2019-02-20,2777.6,2789.9,2772.6,2785.1,2711,0,0
203,2019-02-21,2785.2,2797.1,2763.5,2774.0,5601,0,0
204,2019-02-22,2773.7,2794.7,2770.2,2794.7,2801,0,0
205,2019-02-24,2798.7,2802.5,2797.2,2800.0,931,0,0
206,2019-02-25,2799.9,2813.0,2791.2,2793.5,3721,0,0
207,2019-02-26,2793.8,2802.8,2782.7,2788.3,3471,0,0
208,2019-02-27,2788.6,2796.3,2774.5,2793.9,3831,0,0
209,2019-02-28,2793.6,2793.8,2781.3,2784.6,1601,0,0
210,2019-03-01,2784.7,2807.7,2784.5,2806.1,2501,0,0
211,2019-03-03,2812.8,2818.9,2811.3,2816.8,1121,0,0
212,2019-03-04,2816.7,2817.8,2766.8,2790.1,7541,0,0
213,2019-03-05,2790.4,2798.2,2782.9,2785.9,2611,0,0
214,2019-03-06,2786.0,2792.0,2766.1,2767.7,3351,0,0
215,2019-03-07,2767.4,2775.7,2738.3,2750.7,5811,0,0
216,2019-03-08,2750.8,2750.9,2721.6,2748.3,5611,0,0
217,2019-03-10,2743.3,2747.8,2742.2,2743.3,1121,0,0
218,2019-03-11,2743.0,2793.5,2736.7,2791.5,6511,0,0
219,2019-03-12,2791.2,2797.9,2780.2,2790.4,3461,0,0
220,2019-03-13,2790.7,2821.2,2783.0,2814.5,5261,0,0
221,2019-03-14,2814.6,2820.0,2803.6,2809.2,2741,0,0
222,2019-03-15,2809.5,2831.5,2809.2,2825.1,2901,0,0
223,2019-03-17,2823.4,2823.9,2820.6,2821.9,511,0,0
224,2019-03-18,2822.0,2838.4,2819.3,2836.9,2331,0,0
225,2019-03-19,2836.6,2853.9,2824.1,2830.3,5331,0,0
226,2019-03-20,2830.0,2844.5,2812.7,2824.0,5761,0,0
227,2019-03-21,2824.3,2861.1,2809.2,2857.2,7091,0,0
228,2019-03-22,2857.5,2860.0,2800.7,2802.7,6381,0,0
229,2019-03-24,2809.5,2813.6,2804.4,2806.4,1531,0,0
230,2019-03-25,2806.6,2810.6,2785.0,2805.8,5041,0,0
231,2019-03-26,2805.5,2830.4,2804.1,2818.2,3991,0,0
232,2019-03-27,2818.5,2827.2,2787.6,2801.9,6261,0,0
233,2019-03-28,2801.6,2824.2,2790.6,2822.4,4641,0,0
234,2019-03-29,2822.5,2836.5,2817.6,2835.3,2501,0,0
235,2019-03-31,2842.0,2849.0,2841.4,2848.3,891,0,0
236,2019-04-01,2848.1,2868.9,2847.7,2867.4,2311,0,0
237,2019-04-02,2867.5,2869.4,2858.1,2862.6,1771,0,0
238,2019-04-03,2862.4,2885.0,2861.3,2874.2,3561,0,0
239,2019-04-04,2874.2,2881.5,2866.9,2877.2,2621,0,0
240,2019-04-05,2876.9,2893.9,2876.4,2893.7,1821,0,0
241,2019-04-07,2893.9,2895.4,2892.2,2893.8,631,0,0
242,2019-04-08,2893.8,2895.5,2880.4,2893.9,3011,0,0
243,2019-04-09,2893.6,2895.9,2873.4,2877.7,2911,0,0
244,2019-04-10,2877.4,2894.8,2874.4,2893.5,2471,0,0
245,2019-04-11,2893.2,2896.0,2881.7,2891.0,2641,0,0
246,2019-04-12,2891.3,2911.0,2887.9,2908.2,2931,0,0
247,2019-04-14,2909.0,2910.0,2906.7,2907.5,511,0,0
248,2019-04-15,2907.4,2910.7,2897.0,2906.6,2661,0,0
249,2019-04-16,2906.9,2917.4,2901.3,2906.6,3191,0,0
250,2019-04-17,2906.7,2919.8,2895.0,2899.9,4281,0,0
251,2019-04-18,2899.5,2908.1,2886.1,2907.3,3621,0,0
252,2019-04-21,2904.6,2912.2,2904.6,2908.5,1131,0,0
253,2019-04-22,2908.2,2911.5,2895.5,2909.4,3081,0,0
254,2019-04-23,2909.2,2936.3,2904.8,2935.5,3671,0,0
255,2019-04-24,2935.6,2936.3,2924.5,2928.8,1681,0,0
256,2019-04-25,2928.5,2932.3,2911.1,2919.7,3361,0,0
257,2019-04-26,2920.0,2939.4,2914.3,2935.9,3431,0,0
258,2019-04-28,2936.6,2938.9,2936.3,2937.1,471,0,0
259,2019-04-29,2937.2,2948.2,2934.6,2937.9,2651,0,0
260,2019-04-30,2938.0,2953.1,2922.9,2951.9,4651,0,0
261,2019-05-01,2951.6,2957.9,2912.6,2917.6,5661,0,0
262,2019-05-02,2917.7,2929.5,2897.8,2916.1,6181,0,0
263,2019-05-03,2916.0,2946.4,2913.1,2946.2,3641,0,0
264,2019-05-05,2904.0,2906.8,2889.9,2892.2,2201,0,0
265,2019-05-06,2892.5,2935.3,2880.9,2915.4,8591,0,0
266,2019-05-07,2915.6,2927.8,2859.7,2881.8,10241,0,0
267,2019-05-08,2882.3,2896.4,2866.0,2878.5,5701,0,0
268,2019-05-09,2878.8,2880.8,2833.8,2871.1,8631,0,0
269,2019-05-10,2871.4,2890.2,2823.6,2884.5,12011,0,0
270,2019-05-12,2858.4,2866.2,2854.2,2854.6,2021,0,0
271,2019-05-13,2854.2,2858.5,2797.6,2801.6,6921,0,0
272,2019-05-14,2801.3,2851.6,2800.8,2839.7,6321,0,0
273,2019-05-15,2839.6,2857.6,2812.9,2849.9,7911,0,0
274,2019-05-16,2849.6,2892.1,2838.1,2879.8,7781,0,0
275,2019-05-17,2879.5,2885.6,2850.6,2859.6,5011,0,0
276,2019-05-19,2861.0,2871.1,2861.0,2869.0,1221,0,0
277,2019-05-20,2869.5,2874.9,2831.0,2848.0,6631,0,0
278,2019-05-21,2848.5,2869.1,2844.7,2865.6,3171,0,0
279,2019-05-22,2865.2,2868.1,2846.8,2852.8,3021,0,0
280,2019-05-23,2853.1,2853.7,2804.4,2821.9,6741,0,0
281,2019-05-24,2822.2,2840.4,2819.6,2829.6,3421,0,0
282,2019-05-26,2830.1,2833.3,2827.8,2829.3,1021,0,0
283,2019-05-27,2829.0,2837.2,2824.9,2831.8,2181,0,0
284,2019-05-28,2832.0,2839.9,2799.3,2803.4,5261,0,0
285,2019-05-29,2803.5,2804.4,2765.1,2780.6,5571,0,0
286,2019-05-30,2780.5,2797.5,2763.8,2765.1,5201,0,0
287,2019-05-31,2764.8,2774.6,2749.4,2751.9,3751,0,0
288,2019-06-02,2742.6,2743.4,2731.5,2735.4,1661,0,0
289,2019-06-03,2735.2,2762.9,2728.1,2750.4,5441,0,0
290,2019-06-04,2750.7,2812.5,2743.3,2811.5,7761,0,0
291,2019-06-05,2811.2,2828.5,2800.7,2822.0,4481,0,0
292,2019-06-06,2821.7,2852.5,2821.2,2844.0,4031,0,0
293,2019-06-07,2843.7,2885.7,2841.2,2876.7,5601,0,0
294,2019-06-09,2893.8,2895.7,2886.8,2886.9,1091,0,0
295,2019-06-10,2886.6,2905.4,2880.4,2886.6,5001,0,0
296,2019-06-11,2886.3,2911.1,2879.1,2885.3,6301,0,0
297,2019-06-12,2884.9,2890.6,2875.3,2885.1,3041,0,0
298,2019-06-13,2885.4,2896.0,2867.1,2890.9,5231,0,0
299,2019-06-14,2891.2,2898.4,2880.1,2891.4,3641,0,0
300,2019-06-16,2891.1,2897.3,2890.8,2895.3,881,0,0
301,2019-06-17,2894.8,2900.4,2887.6,2891.6,2241,0,0
302,2019-06-18,2891.9,2931.4,2884.4,2923.6,6231,0,0
303,2019-06-19,2923.2,2937.7,2910.1,2936.0,4241,0,0
304,2019-06-20,2935.7,2959.0,2930.7,2952.5,3981,0,0
305,2019-06-21,2952.2,2964.3,2942.7,2943.3,3431,0,0
306,2019-06-23,2944.6,2951.3,2944.3,2950.3,831,0,0
307,2019-06-24,2950.6,2956.6,2943.9,2947.4,2221,0,0
308,2019-06-25,2947.4,2953.2,2912.4,2915.7,4991,0,0
309,2019-06-26,2915.4,2933.9,2909.4,2913.8,4741,0,0
310,2019-06-27,2914.1,2932.1,2912.7,2930.7,2221,0,0
311,2019-06-28,2931.1,2950.3,2925.1,2948.8,3271,0,0
312,2019-06-30,2965.0,2972.5,2963.7,2966.5,1611,0,0
313,2019-07-01,2966.5,2976.8,2951.0,2959.1,4421,0,0
314,2019-07-02,2959.4,2975.0,2954.0,2973.0,2841,0,0
315,2019-07-03,2973.0,2998.4,2969.1,2994.9,3671,0,0
316,2019-07-04,2994.6,2999.1,2992.6,2998.2,941,0,0
317,2019-07-05,2997.9,2999.5,2966.9,2987.4,5471,0,0
318,2019-07-07,2989.4,2989.7,2984.1,2984.4,621,0,0
319,2019-07-08,2984.1,2984.8,2968.9,2971.4,1911,0,0
320,2019-07-09,2971.1,2981.7,2959.1,2977.6,3871,0,0
321,2019-07-10,2971.51,3003.12,2970.93,2992.11,7313,0,0
322,2019-07-11,2993.28,3001.4,2987.2,3000.09,9118,0,0
323,2019-07-12,2999.9,3012.94,2999.61,3009.38,6923,0,0
324,2019-07-14,3010.3,3012.5,3008.6,3009.0,651,0,0
325,2019-07-15,3009.13,3019.48,3006.98,3015.83,6486,0,0
326,2019-07-16,3015.67,3018.09,3000.88,3003.32,7223,0,0
327,2019-07-17,3003.69,3009.65,2978.5,2980.01,7768,0,0
328,2019-07-18,2977.63,3007.77,2972.45,2998.6,11411,0,0
329,2019-07-19,3000.25,3007.82,2967.83,2969.07,11225,0,0
330,2019-07-21,2970.7,2976.5,2968.7,2975.3,1101,0,0
331,2019-07-22,2978.56,2992.06,2977.43,2988.18,5923,0,0
332,2019-07-23,2988.56,3007.39,2988.01,3004.42,9202,0,0
333,2019-07-24,3003.22,3021.09,2995.26,3020.22,8888,0,0
334,2019-07-25,3019.1,3026.78,2997.26,3008.08,12474,0,0
335,2019-07-26,3008.11,3028.73,3007.83,3022.25,7203,0,0
336,2019-07-29,3023.01,3027.34,3015.7,3024.34,7345,0,0
337,2019-07-30,3024.86,3027.37,3001.3,3016.02,10470,0,0
338,2019-07-31,3016.0,3020.61,2958.14,2972.91,15100,0,0
339,2019-08-01,2973.37,3014.15,2941.57,2945.1,22922,0,0
340,2019-08-02,2945.53,2959.84,2913.06,2934.03,27515,0,0
341,2019-08-04,2930.98,2931.5,2925.33,2927.18,1137,0,0
342,2019-08-05,2927.09,2933.51,2776.6,2782.12,33265,0,0
343,2019-08-06,2782.35,2883.78,2779.85,2869.34,36861,0,0
344,2019-08-07,2868.94,2891.52,2823.95,2874.52,33111,0,0
345,2019-08-08,2874.47,2940.37,2870.52,2933.85,22975,0,0
346,2019-08-09,2933.8,2935.35,2898.86,2923.46,21134,0,0
347,2019-08-11,2921.24,2926.47,2913.22,2914.21,1262,0,0
348,2019-08-12,2914.4,2930.94,2872.18,2886.33,21602,0,0
349,2019-08-13,2886.73,2942.8,2866.56,2931.67,26492,0,0
350,2019-08-14,2930.61,2935.32,2832.83,2845.32,30457,0,0
351,2019-08-15,2845.57,2870.25,2816.68,2852.65,37912,0,0
352,2019-08-16,2852.19,2893.05,2848.16,2890.04,25253,0,0
353,2019-08-18,2892.71,2905.48,2892.71,2904.64,1606,0,0
354,2019-08-19,2904.63,2930.64,2899.69,2917.06,18347,0,0
355,2019-08-20,2916.96,2930.75,2891.74,2897.55,20345,0,0
356,2019-08-21,2897.63,2937.49,2897.46,2933.84,16402,0,0
357,2019-08-22,2933.91,2938.48,2903.22,2921.44,23439,0,0
358,2019-08-23,2921.4,2935.9,2833.23,2850.45,32876,0,0
359,2019-08-25,2829.38,2829.38,2809.67,2823.78,3694,0,0
360,2019-08-26,2824.21,2886.8,2821.1,2875.9,34376,0,0
361,2019-08-27,2876.41,2898.86,2859.76,2873.64,28844,0,0
362,2019-08-28,2873.76,2889.76,2851.7,2884.07,26018,0,0
363,2019-08-29,2884.1,2930.05,2874.9,2922.72,21708,0,0
364,2019-08-30,2922.44,2945.72,2912.81,2922.83,21060,0,0
365,2019-09-01,2902.59,2909.9,2895.08,2909.03,1900,0,0
366,2019-09-02,2909.11,2926.43,2889.18,2902.94,15931,0,0
367,2019-09-03,2903.36,2915.22,2891.07,2902.75,30269,0,0
368,2019-09-04,2902.89,2939.39,2902.69,2937.72,19605,0,0
369,2019-09-05,2937.82,2985.76,2937.23,2976.71,22201,0,0
370,2019-09-06,2976.57,2987.03,2971.97,2982.41,18335,0,0
371,2019-09-08,2983.16,2985.17,2981.51,2981.62,999,0,0
372,2019-09-09,2981.52,2990.86,2969.06,2981.81,14838,0,0
373,2019-09-10,2981.19,2984.39,2956.87,2976.95,19919,0,0
374,2019-09-11,2976.77,3018.81,2971.75,3017.26,19914,0,0
375,2019-09-12,3015.17,3020.53,3000.28,3013.07,22106,0,0
376,2019-09-13,3011.73,3022.28,3002.33,3005.65,14630,0,0
377,2019-09-15,2991.85,2996.9,2986.72,2988.89,1990,0,0
378,2019-09-16,2987.78,3004.23,2980.76,3001.0,20985,0,0
379,2019-09-17,2999.99,3006.1,2991.27,3004.21,16494,0,0
380,2019-09-18,3003.52,3009.82,2978.44,3004.1,13571,0,0
381,2019-09-19,3003.53,3021.81,2988.69,3007.93,16686,0,0
382,2019-09-20,3007.05,3015.32,2983.16,2986.85,15839,0,0
383,2019-09-22,2997.05,3005.61,2996.68,3001.21,1409,0,0
384,2019-09-23,3001.58,3010.25,2980.84,3005.83,16253,0,0
385,2019-09-24,3007.36,3007.92,2956.93,2974.14,20497,0,0
386,2019-09-25,2974.02,2989.64,2952.42,2983.44,21434,0,0
387,2019-09-26,2982.46,2993.23,2962.75,2976.4,19472,0,0
