time,close,volume,EMA34,EMA55,EMA84,ema_converged,signal,log_return,next_log_return,log_volume,vol_rolling_mean_20,norm_volume,ema34_minus_ema84,ema34_minus_ema55,ema34_div_close,ema55_div_close,ema84_div_close,volatility_20,signal_bool
2022-09-18 20:00:00,3878.62,1579,3878.299428571429,3878.292142857143,3878.288,1,True,8.766388640238287e-05,-0.0030236817678590713,7.365180126021013,8.301859576177936,0.8871723326022181,0.011428571428950818,0.007285714285899303,0.9999173491010795,0.9999154706715644,0.9999144025449774,0.0,1
2022-09-19 00:00:00,3866.91,4554,3877.648604081633,3877.885637755103,3878.020282352941,1,True,-0.0030236817678590713,-0.005318092579920799,8.423980809694058,8.342566654016643,1.0097588857295443,-0.37167827130815567,-0.23703367346979576,1.0027770504306102,1.0028383483851706,1.002873168072683,0.00220005361074357,1
2022-09-19 04:00:00,3846.4,5436,3875.8629695626823,3876.761150692421,3877.2762757093424,1,False,-0.005318092579920799,-0.002551088198596339,8.600982717145921,8.407170669798964,1.0230531832808074,-1.4133061466600338,-0.898181129738532,1.0076598818535967,1.0078933940025512,1.008027317935819,0.002713146873036066,0
2022-09-19 08:00:00,3836.6,7000,3873.6193713019575,3875.326823881978,3876.319186869123,1,False,-0.002551088198596339,0.006642643960620261,8.853808274977197,8.496498190834611,1.0420538055885156,-2.6998155671653876,-1.7074525800203446,1.0096490046658364,1.010094047823846,1.0103527047041945,0.0022175374146045923,0
2022-09-19 12:00:00,3862.17,11351,3872.9651215132744,3874.856937314764,3875.9862648251433,1,True,0.006642643960620261,0.010424045522718845,9.337149218839878,8.636606695502154,1.0811131671216943,-3.0211433118688547,-1.8918158014894288,1.00279509226996,1.0032849246184814,1.0035773321278296,0.004598908635166376,1
2022-09-19 16:00:00,3902.64,8996,3874.660828855373,3875.8491895535226,3876.61341153514,1,False,0.010424045522718845,0.00349919016302312,9.104646467417119,8.703469520061436,1.0460939106393008,-1.952582679767147,-1.1883606981496087,0.9928307066125444,0.9931352083596052,0.9933310301575721,0.006167520766639602,0
2022-09-19 20:00:00,3916.32,1100,3877.04135292078,3877.294575640897,3877.547684204901,1,False,0.00349919016302312,-0.0012826378102731636,7.00397413672268,8.491032597144091,0.824867182614934,-0.5063312841211882,-0.25322272011726454,0.9899705215405763,0.9900351798729182,0.9900998090564384,0.005706139151582014,0
2022-09-20 00:00:00,3911.3,4131,3878.998989896735,3878.509055082294,3878.341856341256,1,False,-0.0012826378102731636,-0.002831709852463899,8.326516830239528,8.472753067488028,0.9827404106945612,0.6571335554790494,0.4899348144413125,0.9917416178497541,0.9916163564751622,0.9915736088615714,0.005366972802780502,0
2022-09-20 04:00:00,3900.24,4770,3880.212761902635,3879.2851602579262,3878.8571067802854,1,False,-0.002831709852463899,-0.004216309542541184,8.470311205516108,8.472508881290837,0.9997406108621116,1.3556551223496172,0.9276016447088296,0.9948651267362112,0.9946272947964566,0.9945175442483773,0.005185215399800548,0
2022-09-20 08:00:00,3883.83,6632,3880.4194612224846,3879.447475963,3878.9741160325143,1,True,-0.004216309542541184,-0.002513564899149701,8.799812469525556,8.502263752948538,1.0349964108604408,1.4453451899703396,0.9719852594844269,0.9991218619819832,0.9988715973567333,0.998749717683708,0.005123006729105253,1
2022-09-20 12:00:00,3874.08,11321,3880.057206295485,3879.255780392893,3878.858960361161,1,True,-0.002513564899149701,-0.004869765644262007,9.334503014596605,8.571617024752543,1.0890014085501079,1.1982459343239498,0.8014259025917454,1.0015428711576642,1.0013360024552647,1.0012335729670425,0.004925673090770472,1
2022-09-20 16:00:00,3855.26,9184,3878.6402230786,3878.398788236004,3878.303690705604,1,False,-0.004869765644262007,0.0014230155032004144,9.125326997649227,8.61421009959075,1.0593341572924284,0.3365323729958618,0.24143484259593606,1.0060644996907067,1.0060018749020812,1.0059772079456633,0.004894249090898232,0
2022-09-20 20:00:00,3860.75,924,3877.617924616966,3877.768474370432,3877.8906626890016,1,True,0.0014230155032004144,0.0009811930177546393,6.829793737512425,8.486751788013727,0.8047594541828985,-0.27273807203573597,-0.15054975346629362,1.004369079742527,1.0044080746925927,1.0044397235480145,0.004716020070048905,1
